pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_活,prodPcat_其他类
2023-02-01,38.5,32,2,2,0.5234156073655503,0.8520775211013093,38.5,38.5,35.5,35.0,37.55,True,True
2023-02-02,38.5,33,3,2,0.5380051715382996,0.8429415373547828,38.5,38.5,35.5,35.0,37.65,True,True
2023-02-03,38.5,34,4,2,0.5524353131676196,0.8335557718385699,38.5,38.5,35.5,35.0,37.75,True,True
2023-02-04,38.5,35,5,2,0.5667017562911176,0.8239230057575542,38.5,38.5,35.5,35.0,37.85,True,True
2023-02-05,38.5,36,6,2,0.5808002734538009,0.8140460935082178,38.5,38.5,35.5,35.0,37.95,True,True
2023-02-06,38.5,37,0,2,0.5947266869607634,0.8039279618328213,38.5,38.5,35.5,35.0,38.05,True,True
2023-02-07,38.0,38,1,2,0.6084768701151261,0.7935716089521474,38.5,38.5,35.5,35.0,38.13333333333333,True,True
2023-02-08,37.5,39,2,2,0.6220467484408675,0.7829801036770629,38.0,38.5,35.5,35.0,38.2,True,True
2023-02-09,37.5,40,3,2,0.6354323008901774,0.7721565844991642,37.5,38.5,35.5,35.0,38.266666666666666,True,True
2023-02-10,37.5,41,4,2,0.6486295610349814,0.7611042586607747,37.5,38.5,35.5,35.0,38.333333333333336,True,True
2023-02-11,37.5,42,5,2,0.6616346182422783,0.7498264012045686,37.5,38.5,37.0,35.0,38.35,True,True
2023-02-12,37.5,43,6,2,0.6744436188329455,0.7383263540031065,37.5,38.5,38.5,35.0,38.31666666666667,True,True
2023-02-13,37.5,44,0,2,0.6870527672236669,0.7266075247685656,37.5,38.5,38.5,35.0,38.28333333333333,True,True
2023-02-14,37.5,45,1,2,0.699458327051647,0.7146733860429609,37.5,38.0,38.5,35.0,38.25,True,True
2023-02-15,37.5,46,2,2,0.7116566222817746,0.7025274741691571,37.5,37.5,38.5,35.0,38.21666666666667,True,True
2023-02-16,37.5,47,3,2,0.7236440382959124,0.6901733882429719,37.5,37.5,38.5,35.0,38.18333333333333,True,True
2023-02-17,37.5,48,4,2,0.7354170229639855,0.6776147890466889,37.5,37.5,38.5,35.0,38.15,True,True
