pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_米面类
2022-09-11,3.45,254,6,9,-0.9427611433904206,-0.33346877891818705,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-12,3.45,255,0,9,-0.9483615800121716,-0.31719128858910595,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-13,3.45,256,1,9,-0.9536809966304455,-0.300819807635668,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-14,3.45,257,2,9,-0.9587178169872964,-0.2843591872810036,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-15,3.45,258,3,9,-0.9634705485641486,-0.26781430516217486,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-16,3.45,259,4,9,-0.9679377830240642,-0.25119006388481957,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-17,3.45,260,5,9,-0.9721181966290612,-0.23449138957041052,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-18,3.45,261,6,9,-0.9760105506323682,-0.21772323039653224,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-19,3.45,262,0,9,-0.9796136916454901,-0.20089055513063528,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-20,3.45,263,1,9,-0.9829265519799822,-0.18399835165767986,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-21,3.45,264,2,9,-0.9859481499638303,-0.1670516255021195,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-22,3.45,265,3,9,-0.9886775902323404,-0.15005539834465262,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-23,3.45,266,4,9,-0.9911140639934546,-0.13301470653419636,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-24,3.45,267,5,9,-0.9932568492674143,-0.11593459959550066,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-25,3.45,268,6,9,-0.9951053111006974,-0.09882013873287211,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-26,3.45,269,0,9,-0.99665890175417,-0.08167639533042288,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-27,3.45,270,1,9,-0.9979171608653922,-0.06450844944931625,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-28,3.45,271,2,9,-0.9988797155850335,-0.04732138832243232,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-29,3.45,272,3,9,-0.9995462806873573,-0.03012030484690836,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-30,3.45,273,4,9,-0.9999166586547379,-0.012910296075008843,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-01,3.45,274,5,10,-0.9999907397361901,0.004303538296243821,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-02,3.45,275,6,10,-0.9997685019798909,0.021516097436222233,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-03,3.45,276,0,10,-0.9992500112396835,0.03872228089217399,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-04,3.45,277,1,10,-0.9984354211555643,0.05591699010060302,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-05,3.45,278,2,10,-0.9973249731081555,0.07309512989807776,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-06,3.45,279,3,10,-0.9959189961471792,0.0902516100310407,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-07,3.45,280,4,10,-0.994217906893952,0.10738134666416306,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-08,3.45,281,5,10,-0.9922222094179324,0.12447926388678869,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-09,3.45,282,6,10,-0.989932495087353,0.141540295217043,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-10,3.45,283,0,10,-0.9873494423939864,0.15855938510313475,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-11,3.45,284,1,10,-0.9844738167520923,0.17553149042142777,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-12,3.45,285,2,10,-0.9813064702716093,0.19245158197082995,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-13,3.45,286,3,10,-0.9778483415056567,0.20931464596304888,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-14,3.45,287,4,10,-0.9741004551724206,0.22611568550828803,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-15,3.45,288,5,10,-0.970063921851507,0.2428497220959358,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-16,3.45,289,6,10,-0.965739937654855,0.25951179706979943,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-17,3.45,290,0,10,-0.9611297838723007,0.27609697309746883,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-18,3.45,291,1,10,-0.9562348265919058,0.2926003356333479,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-19,3.45,292,2,10,-0.9510565162951536,0.30901699437494723,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-20,3.45,293,3,10,-0.9455963874271428,0.3253420847119795,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-21,3.45,294,4,10,-0.9398560579418953,0.341570769167856,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-22,3.45,295,5,10,-0.9338372288229252,0.35769823883312546,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-23,3.45,296,6,10,-0.9275416835791965,0.3737197147904692,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-24,3.45,297,0,10,-0.9209712877166347,0.38963044953078774,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-25,3.45,298,1,10,-0.9141279881853337,0.4054257283599973,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-26,3.45,299,2,10,-0.9070138128026362,0.42110087079608916,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-27,3.45,300,3,10,-0.8996308696522434,0.4366512319560638,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-28,3.45,301,4,10,-0.8919813464595487,0.45207220393230374,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-29,3.45,302,5,10,-0.8840675099433637,0.46735921715800205,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-30,3.45,303,6,10,-0.8758917051442433,0.48250774176121763,3.45,3.45,3.45,3.45,3.45,True,True
2022-10-31,3.45,304,0,10,-0.8674563547295971,0.4975132889071803,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-01,3.45,305,1,11,-0.858763958275803,0.5123714121284235,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-02,3.45,306,2,11,-0.8498170915275277,0.5270777086423724,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-03,3.45,307,3,11,-0.8406184056344783,0.5416278206559811,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-04,3.45,308,4,11,-0.8311706263658079,0.5560174366570446,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-05,3.45,309,5,11,-0.8214765533024145,0.5702422926917867,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-06,3.45,310,6,11,-0.8115390590073611,0.5842981736283683,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-07,3.45,311,0,11,-0.801361088174677,0.5981809144059158,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-08,3.45,312,1,11,-0.7909456567567774,0.6118864012687242,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-09,3.45,313,2,11,-0.780295851070776,0.6254105729852457,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-10,3.45,314,3,11,-0.7694148268839381,0.6387494220515268,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-11,3.45,315,4,11,-0.7583058084785625,0.6518989958787125,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-12,3.45,316,5,11,-0.7469720876965551,0.6648553979642866,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-13,3.45,317,6,11,-0.7354170229639858,0.6776147890466887,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-14,3.45,318,0,11,-0.7236440382959124,0.690173388242972,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-15,3.45,319,1,11,-0.711656622281775,0.7025274741691566,3.45,3.45,3.45,3.45,3.45,True,True
