pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_40头-50头活,specInfo_30头-50头活,specInfo_30头-50头/活,specInfo_40头-60头,specInfo_35头-40头,prodPcat_虾蟹类,prodPcat_其他类
2022-08-19,250.0,231,4,8,-0.7412220108485957,-0.6712599575675315,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
2022-08-19,140.0,231,4,8,-0.7412220108485957,-0.6712599575675315,140.0,140.0,140.0,70.0,140.0,False,False,False,True,False,False,True
2022-08-19,140.0,231,4,8,-0.7412220108485957,-0.6712599575675315,140.0,140.0,140.0,140.0,140.0,True,False,False,False,False,True,False
2022-08-19,125.0,231,4,8,-0.7412220108485957,-0.6712599575675315,125.0,125.0,125.0,75.0,125.0,False,False,False,False,True,False,True
2022-08-20,140.0,232,5,8,-0.7526668275320083,-0.6584015846980489,140.0,140.0,140.0,140.0,140.0,False,True,False,False,False,True,False
2022-08-20,140.0,232,5,8,-0.7526668275320083,-0.6584015846980489,140.0,140.0,140.0,75.0,140.0,False,False,False,True,False,False,True
2022-08-20,125.0,232,5,8,-0.7526668275320083,-0.6584015846980489,125.0,125.0,125.0,85.0,125.0,False,False,False,False,True,False,True
2022-08-20,250.0,232,5,8,-0.7526668275320083,-0.6584015846980489,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
2022-08-20,142.5,232,5,8,-0.7526668275320083,-0.6584015846980489,140.0,140.0,140.0,140.0,140.08333333333334,True,False,False,False,False,True,False
2022-08-21,140.0,233,6,8,-0.7638886127905429,-0.64534811322955,140.0,140.0,140.0,75.0,140.0,False,False,False,True,False,False,True
2022-08-21,145.0,233,6,8,-0.7638886127905429,-0.64534811322955,142.5,140.0,140.0,140.0,140.25,True,False,False,False,False,True,False
2022-08-21,250.0,233,6,8,-0.7638886127905429,-0.64534811322955,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
